state_name,statefips,county_name,countyfips,totalrets,agi_stub,child_dep,avg_income_ALL,taxes_paid_ded,pre,post
NE,31,Scotts Bluff,157,3940,3,1,17410,2350.0,17609.675885708304,17872.842783505155
NE,31,Scotts Bluff,157,4230,4,1,35833,3430.1886792452833,32392.76057421174,33226.27469879518
NE,31,Scotts Bluff,157,2340,5,1,61389,5156.25,52320.68579568579,53728.359307359315
NE,31,Scotts Bluff,157,1470,6,1,86378,6540.677966101695,72580.68435374151,74498.3172413793
NE,31,Scotts Bluff,157,1550,7,1,128514,9738.738738738739,104364.045705907,107315.00649350649
NE,31,Scotts Bluff,157,350,8,1,386991,29393.75,291271.5462184874,309578.4638655462
NE,31,Seward,159,990,2,1,5125,1650.0,5304.3877551020405,5322.571428571428
NE,31,Seward,159,1230,3,1,17183,2213.333333333333,16932.343062774893,17173.16393442623
NE,31,Seward,159,1680,4,1,37222,3439.3939393939395,33337.812878787874,34154.163636363635
NE,31,Seward,159,1300,5,1,61958,5200.0,53050.99206730769,54380.9765625
NE,31,Seward,159,920,6,1,86902,6397.5609756097565,73457.41631603554,75419.04301075269
NE,31,Seward,159,1080,7,1,129777,9707.594936708861,105769.88248528901,108742.31775700934
NE,31,Seward,159,240,8,1,371529,29704.347826086952,281652.9201388889,302629.6979166666
NE,31,Sheridan,161,380,2,1,5197,0.0,5440.864864864865,5475.864864864865
NE,31,Sheridan,161,540,3,1,16819,600.0,17183.58909853249,17471.45283018868
NE,31,Sheridan,161,600,4,1,35873,3920.0,33389.50718390804,34269.55172413793
NE,31,Sheridan,161,370,5,1,60403,4516.666666666666,52458.960555149744,53928.02702702703
NE,31,Sheridan,161,190,6,1,87189,4200.0,75916.8894736842,78294.85
NE,31,Sheridan,161,190,7,1,130905,8350.0,111118.31578947368,115929.0
NE,31,Sheridan,161,40,8,1,296825,28833.333333333336,240180.75,252700.0
NE,31,Sherman,163,200,2,2,4970,0.0,5147.111111111111,5164.444444444444
NE,31,Sherman,163,310,3,1,17152,1233.3333333333335,17444.35181451613,17732.40625
NE,31,Sherman,163,390,4,1,36321,1425.0,33238.505128205135,34091.1
NE,31,Sherman,163,210,5,1,62538,4400.0,54190.23809523809,55674.857142857145
NE,31,Sherman,163,110,6,1,88309,5200.0,76611.27272727272,78626.0
NE,31,Sherman,163,120,7,1,152783,12660.0,126213.16666666667,130843.41666666667
NE,31,Sherman,163,0,8,0,0,0.0,0.0,0.0
NE,31,Sioux,165,80,2,0,5488,0.0,5993.444444444444,6010.111111111111
NE,31,Sioux,165,120,3,2,16650,0.0,17636.433333333334,17865.2
NE,31,Sioux,165,140,4,1,35500,0.0,33118.46153846154,33983.230769230766
NE,31,Sioux,165,80,5,1,59138,3950.0,53354.8125,54693.25
NE,31,Sioux,165,30,6,1,95900,0.0,80438.0,82930.0
NE,31,Sioux,165,60,7,1,136050,7733.333333333333,114348.5,118587.0
NE,31,Sioux,165,0,8,0,0,0.0,0.0,0.0
NE,31,Stanton,167,410,2,1,4905,0.0,4402.9,4526.9
NE,31,Stanton,167,500,3,1,17292,0.0,17340.512,17590.080000000005
NE,31,Stanton,167,720,4,1,36632,3914.2857142857147,33087.15753968254,33925.385714285716
NE,31,Stanton,167,480,5,1,61190,4240.0,52678.333333333336,54188.666666666664
NE,31,Stanton,167,320,6,1,86188,5988.888888888889,72651.42578125,74680.625
NE,31,Stanton,167,250,7,1,126288,10257.142857142857,103200.63230769231,106521.88461538461
NE,31,Stanton,167,40,8,1,800350,23550.0,563418.0,590495.0
NE,31,Thayer,169,370,2,1,4903,0.0,5161.243243243243,5201.4324324324325
NE,31,Thayer,169,440,3,1,17098,600.0,17248.00528541226,17494.116279069767
NE,31,Thayer,169,610,4,1,36690,2850.0,33433.9555790587,34223.74193548387
NE,31,Thayer,169,360,5,1,62864,3214.2857142857147,54286.01666666667,55622.71428571428
NE,31,Thayer,169,260,6,1,85569,6933.333333333333,72739.80307692307,74781.8
NE,31,Thayer,169,240,7,1,133250,9883.333333333332,107086.68,110777.0
NE,31,Thayer,169,70,8,1,373586,28385.714285714286,279376.0,299105.0
NE,31,Thomas,171,80,2,0,-17662,0.0,-17434.0,-17719.0
NE,31,Thomas,171,60,3,0,16067,0.0,14296.0,14431.0
NE,31,Thomas,171,80,4,2,37800,0.0,37143.0,38272.5
NE,31,Thomas,171,50,5,1,59980,0.0,55301.8,56516.0
NE,31,Thomas,171,20,6,1,90950,0.0,90950.0,95428.0
NE,31,Thomas,171,40,7,1,219025,18700.0,188473.5,193841.5
NE,31,Thomas,171,0,8,0,0,0.0,0.0,0.0
NE,31,Thurston,173,510,2,2,5549,0.0,6224.0,6261.0
NE,31,Thurston,173,730,3,2,17404,0.0,19764.783866057838,19916.458333333332
NE,31,Thurston,173,740,4,2,35880,4025.0,34416.94372454646,35597.90410958904
NE,31,Thurston,173,310,5,1,60229,4150.0,51217.13870967742,52694.36666666667
NE,31,Thurston,173,180,6,1,86544,5150.0,71194.101010101,73434.13636363637
NE,31,Thurston,173,190,7,1,127179,9857.142857142859,104022.52631578948,108111.0
NE,31,Thurston,173,50,8,1,497620,34480.0,361931.0,380870.0
NE,31,Valley,175,310,2,1,5126,0.0,5258.0,5274.758620689655
NE,31,Valley,175,420,3,1,16855,2700.0,17510.77700348432,17831.878048780487
NE,31,Valley,175,470,4,1,36568,3680.0,33980.20914440923,34857.59574468085
NE,31,Valley,175,290,5,1,62290,4557.142857142857,53939.10701545779,55277.44827586207
NE,31,Valley,175,180,6,1,84206,5675.0,72641.66666666667,74858.63157894737
NE,31,Valley,175,150,7,1,126160,11350.0,106068.6,109147.6
NE,31,Valley,175,50,8,1,301840,21325.0,233775.4,250277.6
NE,31,Washington,177,1370,2,1,4939,1983.3333333333333,5105.35294117647,5121.176470588235
NE,31,Washington,177,1570,3,1,17177,3331.578947368421,17000.94565307304,17241.883116883117
NE,31,Washington,177,1890,4,1,36847,4184.615384615385,32875.406212664275,33668.43548387097
NE,31,Washington,177,1430,5,1,62292,5771.929824561404,53114.484550910085,54527.645390070924
NE,31,Washington,177,1130,6,1,87386,7134.426229508196,73726.42657999843,75596.08849557523
NE,31,Washington,177,1750,7,1,133763,10657.931034482757,108347.94759183674,111030.37714285715
NE,31,Washington,177,440,8,1,403705,29052.38095238095,301176.8894628099,321422.1570247934
NE,31,Wayne,179,560,2,1,5300,0.0,5531.857142857143,5552.428571428572
NE,31,Wayne,179,730,3,1,17244,1071.4285714285713,16983.168136610995,17209.301369863013
NE,31,Wayne,179,870,4,1,36284,3341.666666666667,32598.21419878296,33385.23529411765
NE,31,Wayne,179,590,5,1,60892,5064.285714285714,52202.39356506751,53612.69491525424
NE,31,Wayne,179,410,6,1,86971,6325.0,73382.45984533016,75366.14634146342
NE,31,Wayne,179,440,7,1,130980,9280.76923076923,105763.85433884297,109250.70454545454
NE,31,Wayne,179,90,8,1,367611,30325.0,280030.3333333333,299262.44444444444
NE,31,Webster,181,280,2,1,5371,0.0,5606.571428571428,5624.285714285715
NE,31,Webster,181,360,3,1,17314,625.0,17600.99099099099,17882.837837837837
NE,31,Webster,181,440,4,1,36227,3525.0,33164.17979797979,33978.22222222222
NE,31,Webster,181,200,5,1,58805,3525.0,51249.9894736842,52561.78947368421
NE,31,Webster,181,140,6,1,87150,7433.333333333333,74186.85714285714,76276.2
NE,31,Webster,181,140,7,1,130271,11050.0,111967.57142857143,116138.0
NE,31,Webster,181,20,8,0,0,0.0,0.0,0.0
NE,31,Wheeler,183,50,2,0,5240,0.0,5240.0,5240.0
NE,31,Wheeler,183,80,3,1,17500,0.0,18620.444444444445,18914.555555555555
NE,31,Wheeler,183,100,4,1,36920,0.0,34406.0,35344.0
NE,31,Wheeler,183,60,5,1,59300,5525.0,52815.666666666664,53882.0
NE,31,Wheeler,183,20,6,0,91300,0.0,0.0,0.0
NE,31,Wheeler,183,50,7,1,148300,0.0,125231.0,131966.0
NE,31,Wheeler,183,0,8,0,0,0.0,0.0,0.0
NE,31,York,185,1010,2,1,5011,1150.0,5245.138613861386,5264.019801980198
NE,31,York,185,1330,3,1,17498,1509.090909090909,17386.737817827012,17636.503816793895
NE,31,York,185,1560,4,1,36603,3245.0,32854.05718623482,33656.5
NE,31,York,185,1020,5,1,62043,4873.076923076924,53117.88958690272,54498.66019417476
NE,31,York,185,690,6,1,86132,6278.260869565218,73068.74626865672,75006.13432835822
NE,31,York,185,750,7,1,131255,10406.0,107137.87214611872,110596.50684931509
NE,31,York,185,230,8,1,394848,24580.95238095238,298140.60869565216,320982.46245059295
NV,32,Churchill,1,1480,2,1,5219,1660.0,5568.020408163265,5591.367346938776
NV,32,Churchill,1,2340,3,1,17329,1691.6666666666665,17314.795986622074,17564.660869565218
NV,32,Churchill,1,2650,4,1,35995,2183.8709677419356,32525.697155297534,33334.13076923077
